"mark-twain_huck-finn" "mark-twain_innocents-abroad" "mark-twain_life-on-mississippi" "mark-twain_roughing-it" "mark-twain_sketches-new-and-old" "mark-twain_tom-sawyer" "mark-twain-and-cd-warner_gilded-age" "warner_backlog-studies" "warner_baddeck-sketches" "warner_being-a-boy" "warner_golden-house" "warner_in-the-levant" "warner_in-the-wilderness" "warner_john-smith" "warner_my-summer-in-a-garden" "warner_my-winter-on-the-nile"
"smyrna" 0 0.0163678678294673 0 0 0 0 0 0 0 0 0 0.0127041486103073 0 0.00140244586558959 0.00312646553071752 0.00115490778061372
"solitary" 0.000897529102381145 0.00613795043605023 0.00343024931051989 0.00535128192931551 0.0040681827427688 0.00141131308569493 0.00187714698686623 0 0 0 0.00253527197130072 0.00564628827124769 0.0112777715123492 0.00140244586558959 0 0.00230981556122744
"steamboats" 0.00359011640952458 0.000511495869670852 0.0205814958631193 0 0 0 0.00500572529830994 0 0.00557429136820982 0 0 0.00141157206781192 0 0 0 0.00404217723214801
"stuck" 0.0152579947404795 0.00306897521802511 0.0061744487589358 0.00356752128621034 0.0010170456856922 0.00705656542847465 0.00125143132457749 0 0 0 0 0.000705786033905961 0 0 0 0.00404217723214801
"swung" 0.00179505820476229 0.00613795043605023 0.00548839889683182 0.00772962945345574 0.00508522842846101 0.00141131308569493 0.000625715662288743 0.00383127083253515 0 0.00287571173865532 0 0.000705786033905961 0.00845832863426187 0 0 0.00288726945153429
"tea" 0.000897529102381145 0.00358047108769597 0.000686049862103978 0.000594586881035057 0.0020340913713844 0 0 0.00957817708133788 0.0139357284205245 0 0.0152116318278043 0.00211735810171788 0.0394722002932221 0 0 0.00173236167092058
"total" 0 0.0010229917393417 0.00137209972420796 0.0041621081672454 0.0172897766567674 0 0.0043800096360212 0.00574690624880273 0 0 0.00380290795695108 0.00141157206781192 0.00281944287808729 0.00140244586558959 0.0125058621228701 0.00288726945153429
"truly" 0.000897529102381145 0.00562645456637938 0.00205814958631193 0.00594586881035057 0.0132215939139986 0 0.00125143132457749 0.00191563541626758 0.00278714568410491 0 0.00126763598565036 0.000705786033905961 0.00281944287808729 0.00560978346235835 0.00625293106143505 0.00173236167092058
"university" 0 0 0.000686049862103978 0.000594586881035057 0.0010170456856922 0 0.0256543421538385 0.00191563541626758 0.00278714568410491 0 0.00126763598565036 0.00423471620343577 0 0 0 0.000577453890306859
"wreck" 0.0152579947404795 0.00358047108769597 0.00343024931051989 0.00118917376207011 0.0040681827427688 0.00282262617138986 0.00375429397373246 0.00383127083253515 0 0.00287571173865532 0.00253527197130072 0.000705786033905961 0.00281944287808729 0.00140244586558959 0 0.00173236167092058
"wretched" 0 0.00613795043605023 0.00137209972420796 0.0041621081672454 0.00508522842846101 0 0.00125143132457749 0 0.00278714568410491 0.00287571173865532 0.00253527197130072 0.00564628827124769 0 0.00280489173117918 0 0.00692944668368231
"absent" 0 0.00204598347868341 0.00411629917262387 0.00118917376207011 0.0010170456856922 0.00423393925708479 0.00563144096059868 0.0076625416650703 0 0.00862713521596595 0.0063381799282518 0.00211735810171788 0 0.00560978346235835 0.00937939659215257 0.00346472334184115
"appointed" 0 0.00562645456637938 0 0.00772962945345574 0.00508522842846101 0.00564525234277972 0.00312857831144371 0 0 0 0 0.00352893016952981 0 0.0126220127903063 0 0.000577453890306859
"attracted" 0 0.00255747934835426 0.00137209972420796 0.00356752128621034 0.0030511370570766 0.00282262617138986 0.00688287228517617 0.00383127083253515 0 0.00575142347731063 0.0101410878852029 0.00352893016952981 0.00281944287808729 0.00140244586558959 0.00312646553071752 0.00230981556122744
"ball" 0.00269258730714343 0.00460346282703767 0.00480234903472784 0.00178376064310517 0.0040681827427688 0.00564525234277972 0.00125143132457749 0.00383127083253515 0.0111485827364196 0.00862713521596595 0.00126763598565036 0.000705786033905961 0.00845832863426187 0 0.00312646553071752 0.00346472334184115
"bazaars" 0 0.00153448760901256 0 0 0 0 0 0 0 0 0 0.0197620089493669 0 0 0 0.0127039855867509
"captains" 0.000897529102381145 0.00204598347868341 0.0123488975178716 0.00356752128621034 0.0020340913713844 0 0.00125143132457749 0.00191563541626758 0 0 0.00126763598565036 0 0 0.0154269045214855 0 0.00404217723214801
"captured" 0.000897529102381145 0.00562645456637938 0.00137209972420796 0.00356752128621034 0.00508522842846101 0.00705656542847465 0.00187714698686623 0 0 0.00287571173865532 0 0.00494050223734173 0 0.0154269045214855 0 0.000577453890306859
"commission" 0 0.00153448760901256 0.0109767977936636 0.00237834752414023 0.00915341117122981 0 0.00125143132457749 0.00191563541626758 0 0 0 0.000705786033905961 0 0.0224391338494334 0.00312646553071752 0
"comrade" 0 0.00255747934835426 0.000686049862103978 0.00475669504828045 0.0040681827427688 0.0112905046855594 0.00125143132457749 0 0.0250843111569442 0 0.00253527197130072 0.00211735810171788 0.00281944287808729 0.00140244586558959 0.00625293106143505 0.00404217723214801
"departure" 0 0.00255747934835426 0.00343024931051989 0.00118917376207011 0.0030511370570766 0 0.00375429397373246 0 0 0.00287571173865532 0 0.00635207430515365 0 0.0182317962526646 0.00312646553071752 0.00461963112245487
"disposed" 0 0.00153448760901256 0.00274419944841591 0.00713504257242068 0.00508522842846101 0 0.00250286264915497 0.00191563541626758 0.0139357284205245 0.00287571173865532 0.00380290795695108 0.00423471620343577 0.0112777715123492 0.00420733759676876 0.00312646553071752 0.000577453890306859
"distinct" 0.000897529102381145 0.00511495869670852 0.00548839889683182 0.00594586881035057 0.0020340913713844 0.00564525234277972 0.00187714698686623 0.00574690624880273 0 0 0.00253527197130072 0.00282314413562384 0.00281944287808729 0.00140244586558959 0.00312646553071752 0.00173236167092058
"distinction" 0 0.00255747934835426 0.00274419944841591 0.0041621081672454 0.0030511370570766 0.00423393925708479 0.00187714698686623 0.0076625416650703 0.00278714568410491 0 0.0063381799282518 0.00564628827124769 0 0.00420733759676876 0.00312646553071752 0.00346472334184115
"divided" 0.00179505820476229 0.00460346282703767 0.00205814958631193 0.00118917376207011 0.0020340913713844 0.00423393925708479 0.00250286264915497 0 0.00557429136820982 0.00575142347731063 0.00126763598565036 0.00776364637296557 0 0.00981712105912712 0 0.00288726945153429
"drowned" 0 0.00306897521802511 0.00411629917262387 0.00237834752414023 0.00711931979984541 0.00846787851416958 0.00187714698686623 0.00191563541626758 0.00278714568410491 0.00575142347731063 0 0.00282314413562384 0 0.00701222932794794 0 0.00461963112245487
"dug" 0.0080777619214303 0.00511495869670852 0 0.00297293440517528 0.0030511370570766 0.00564525234277972 0.000625715662288743 0.00383127083253515 0 0.0115028469546213 0 0.00494050223734173 0 0.00280489173117918 0.00312646553071752 0.00288726945153429
"existed" 0 0.00562645456637938 0.00274419944841591 0.00475669504828045 0.0030511370570766 0.00141131308569493 0.00250286264915497 0.00191563541626758 0 0 0.00507054394260144 0.00564628827124769 0.00281944287808729 0.00280489173117918 0.00625293106143505 0.00230981556122744
"fascinating" 0 0.00358047108769597 0.00343024931051989 0.0041621081672454 0 0.00141131308569493 0.00312857831144371 0.00383127083253515 0.00836143705231472 0.00862713521596595 0.00380290795695108 0.00352893016952981 0.00563888575617458 0 0.00937939659215257 0.00404217723214801
"flesh" 0.000897529102381145 0.00664944630572108 0.00205814958631193 0.0041621081672454 0.00508522842846101 0.00282262617138986 0.00250286264915497 0 0 0 0.00253527197130072 0.000705786033905961 0 0.00981712105912712 0.00312646553071752 0.00404217723214801
"flush" 0 0.00204598347868341 0.00480234903472784 0.0130809113827713 0.0030511370570766 0 0.00125143132457749 0.00383127083253515 0.00557429136820982 0 0.0101410878852029 0.000705786033905961 0 0 0 0.00115490778061372
"forehead" 0.00448764551190572 0.0010229917393417 0.00274419944841591 0.000594586881035057 0.00915341117122981 0.00141131308569493 0.0087600192720424 0 0.00557429136820982 0 0.00380290795695108 0.00211735810171788 0 0.00140244586558959 0 0.00461963112245487
"gained" 0.00179505820476229 0.00255747934835426 0.00686049862103978 0.00535128192931551 0.0040681827427688 0.00423393925708479 0.00500572529830994 0.00191563541626758 0 0 0.00253527197130072 0.00141157206781192 0 0.00420733759676876 0 0.00230981556122744
"heap" 0.00448764551190572 0.00153448760901256 0.00137209972420796 0.00356752128621034 0 0.00141131308569493 0.000625715662288743 0 0 0 0.00126763598565036 0.0112925765424954 0.00563888575617458 0.00280489173117918 0.00312646553071752 0.00750690057398917
"hearing" 0.00179505820476229 0.00306897521802511 0.00274419944841591 0.00178376064310517 0.0040681827427688 0.00564525234277972 0.00250286264915497 0.00574690624880273 0.00557429136820982 0.00287571173865532 0.0063381799282518 0.00141157206781192 0.00563888575617458 0.00560978346235835 0.0125058621228701 0.00173236167092058
"hurried" 0 0.00562645456637938 0.00205814958631193 0.00475669504828045 0.0030511370570766 0.00846787851416958 0.00625715662288743 0 0.00278714568410491 0 0.0063381799282518 0.00141157206781192 0.00563888575617458 0 0 0.00115490778061372
"inquired" 0 0.00562645456637938 0.00891864820735171 0.00237834752414023 0.00508522842846101 0.00141131308569493 0.00250286264915497 0 0.00836143705231472 0 0.00253527197130072 0.00211735810171788 0 0.00560978346235835 0.00625293106143505 0.000577453890306859
"invention" 0 0.00255747934835426 0.00274419944841591 0.0041621081672454 0.0030511370570766 0.00141131308569493 0.00563144096059868 0.00383127083253515 0.00557429136820982 0 0 0.00564628827124769 0.00281944287808729 0.00981712105912712 0 0.00230981556122744
"jewish" 0 0.00613795043605023 0 0 0 0 0 0 0 0 0 0.0232909391188967 0 0 0 0.00461963112245487
"lion" 0 0.00716094217539193 0.000686049862103978 0.00178376064310517 0.0020340913713844 0.00282262617138986 0.00250286264915497 0.00191563541626758 0 0 0 0.0134099346442133 0.00281944287808729 0 0 0.00346472334184115
"listening" 0.00718023281904916 0.00255747934835426 0.00137209972420796 0.00535128192931551 0.00711931979984541 0.0112905046855594 0.00250286264915497 0.00383127083253515 0 0.00287571173865532 0.00253527197130072 0.000705786033905961 0 0 0.00625293106143505 0.00115490778061372
"lots" 0.00897529102381145 0.0010229917393417 0.00205814958631193 0.00356752128621034 0.0030511370570766 0.00846787851416958 0.00563144096059868 0 0 0.0143785586932766 0.00380290795695108 0.00211735810171788 0 0.00280489173117918 0 0.000577453890306859
"masses" 0 0.00818393391473364 0.00274419944841591 0.00475669504828045 0.0010170456856922 0 0.00187714698686623 0.00383127083253515 0 0 0.00253527197130072 0.00494050223734173 0.00563888575617458 0 0 0.00461963112245487
"method" 0 0.00255747934835426 0.00686049862103978 0.00178376064310517 0.00508522842846101 0 0.00187714698686623 0.00383127083253515 0.00557429136820982 0 0.00253527197130072 0.00211735810171788 0.00845832863426187 0 0.00937939659215257 0.00692944668368231
"nubian" 0 0 0 0 0 0 0 0 0 0 0 0.00282314413562384 0 0 0 0.0282952406250361
"pipes" 0.00269258730714343 0.00409196695736682 0.00343024931051989 0.00535128192931551 0.0010170456856922 0.00705656542847465 0.000625715662288743 0.00191563541626758 0 0.00287571173865532 0.00126763598565036 0.00352893016952981 0 0.00140244586558959 0 0.00692944668368231
"pistol" 0.00538517461428687 0.00204598347868341 0.00480234903472784 0.0124863245017362 0.0010170456856922 0.00141131308569493 0.00375429397373246 0 0.00278714568410491 0 0 0 0 0.00841467519353753 0 0
"poured" 0.00269258730714343 0.00153448760901256 0.00274419944841591 0.00535128192931551 0.0010170456856922 0.0112905046855594 0.00500572529830994 0.00383127083253515 0.00557429136820982 0.00287571173865532 0.00253527197130072 0.00282314413562384 0.00281944287808729 0 0.00312646553071752 0.00230981556122744
"prominent" 0 0.00613795043605023 0.00137209972420796 0.010702563858631 0.00610227411415321 0 0.00500572529830994 0.00191563541626758 0.00557429136820982 0 0.00126763598565036 0 0 0.00280489173117918 0 0.000577453890306859
"puts" 0.00269258730714343 0.00306897521802511 0.00137209972420796 0.00237834752414023 0.0040681827427688 0.00141131308569493 0.00500572529830994 0.00957817708133788 0.00278714568410491 0.00575142347731063 0.00126763598565036 0.00282314413562384 0.00281944287808729 0.00140244586558959 0.00625293106143505 0.00461963112245487
"relieved" 0 0.00204598347868341 0.00274419944841591 0.00356752128621034 0.0010170456856922 0.00282262617138986 0.0043800096360212 0.00191563541626758 0.00557429136820982 0.00287571173865532 0.0063381799282518 0.00776364637296557 0.00281944287808729 0.00280489173117918 0 0.00346472334184115
"remarked" 0 0.0010229917393417 0.00343024931051989 0.00654045569138563 0.00711931979984541 0.00282262617138986 0.00500572529830994 0.00957817708133788 0 0 0.0101410878852029 0 0.00845832863426187 0 0.00312646553071752 0.000577453890306859
"sentimental" 0 0.00204598347868341 0.00411629917262387 0.000594586881035057 0.0020340913713844 0 0.0043800096360212 0.00957817708133788 0.0167228741046294 0.00287571173865532 0.00507054394260144 0.00211735810171788 0.00845832863426187 0.00140244586558959 0.00312646553071752 0.00519708501276173
"stayed" 0.0134629365357172 0.00306897521802511 0.0061744487589358 0.000594586881035057 0.0030511370570766 0.00282262617138986 0.00250286264915497 0.00383127083253515 0 0.00287571173865532 0.00126763598565036 0.000705786033905961 0 0.00841467519353753 0 0.00115490778061372
"stomach" 0.00448764551190572 0.00306897521802511 0.00137209972420796 0.00535128192931551 0.0020340913713844 0.00423393925708479 0.00312857831144371 0 0 0.0143785586932766 0 0.00141157206781192 0.00845832863426187 0.00140244586558959 0.00937939659215257 0.00404217723214801
"term" 0.00269258730714343 0.00306897521802511 0.0061744487589358 0.00475669504828045 0.00610227411415321 0 0.00688287228517617 0.00191563541626758 0.00557429136820982 0 0.00126763598565036 0.000705786033905961 0 0.00280489173117918 0.00312646553071752 0.00115490778061372
"ton" 0.000897529102381145 0.00153448760901256 0.00548839889683182 0.020810540836227 0 0.00141131308569493 0.00125143132457749 0 0 0 0 0 0 0.00140244586558959 0 0.00115490778061372
"traveling" 0 0.00869542978440449 0.00274419944841591 0.00535128192931551 0.0040681827427688 0 0.00688287228517617 0.00191563541626758 0.00557429136820982 0.00287571173865532 0 0 0.00563888575617458 0.00140244586558959 0 0.000577453890306859
"whisper" 0.00448764551190572 0.0010229917393417 0.00411629917262387 0.00475669504828045 0.00508522842846101 0.0141131308569493 0.00625715662288743 0.0076625416650703 0 0 0.00253527197130072 0.000705786033905961 0 0 0 0
"william" 0.0152579947404795 0.00153448760901256 0.00343024931051989 0.00297293440517528 0.00813636548553761 0 0 0.00191563541626758 0 0 0 0 0 0.0182317962526646 0.00312646553071752 0
"abandoned" 0 0.00153448760901256 0.00137209972420796 0.0041621081672454 0.0030511370570766 0.00564525234277972 0.000625715662288743 0 0 0 0 0.00635207430515365 0.00281944287808729 0.0168293503870751 0.00312646553071752 0.00519708501276173
"ample" 0 0.00716094217539193 0.00205814958631193 0.00594586881035057 0 0.00141131308569493 0.00375429397373246 0.00383127083253515 0.00278714568410491 0 0.00507054394260144 0.00282314413562384 0.00281944287808729 0.00280489173117918 0 0.00230981556122744
"blankets" 0.00538517461428687 0.000511495869670852 0.000686049862103978 0.0130809113827713 0.0030511370570766 0.00282262617138986 0.00187714698686623 0 0 0 0 0.000705786033905961 0.0310138716589602 0 0 0.00115490778061372
"borne" 0 0.0010229917393417 0.00343024931051989 0.0041621081672454 0.0020340913713844 0.00282262617138986 0.00375429397373246 0 0 0 0.00126763598565036 0.00564628827124769 0.00281944287808729 0.00701222932794794 0.00312646553071752 0.00692944668368231
"brave" 0.00269258730714343 0.00613795043605023 0.00274419944841591 0.0041621081672454 0.00610227411415321 0.00141131308569493 0.00250286264915497 0.00383127083253515 0.00278714568410491 0.00287571173865532 0.00253527197130072 0.00141157206781192 0.00281944287808729 0.00701222932794794 0 0.000577453890306859
"carriages" 0.000897529102381145 0.00562645456637938 0.00137209972420796 0.0041621081672454 0.0010170456856922 0 0.00125143132457749 0.00191563541626758 0 0 0.0063381799282518 0.00846943240687153 0 0 0 0.00577453890306859
"chain" 0.012565407433336 0.00358047108769597 0.00274419944841591 0.00237834752414023 0.0030511370570766 0 0.000625715662288743 0.00191563541626758 0 0 0.00126763598565036 0.00211735810171788 0 0.00701222932794794 0.00625293106143505 0.00404217723214801
"comrades" 0 0.00460346282703767 0.00205814958631193 0.00535128192931551 0.0040681827427688 0.00564525234277972 0 0 0.00836143705231472 0.00575142347731063 0.0063381799282518 0.000705786033905961 0.00281944287808729 0.0140244586558959 0 0.000577453890306859
"conditions" 0 0.0010229917393417 0.00137209972420796 0 0 0 0.00125143132457749 0.0191563541626758 0.00557429136820982 0 0.0063381799282518 0.00141157206781192 0.0225555430246983 0.00981712105912712 0.00625293106143505 0.00577453890306859
"confessed" 0 0 0.00343024931051989 0.000594586881035057 0.0010170456856922 0.00564525234277972 0.00938573493433114 0.0076625416650703 0.00278714568410491 0 0.00507054394260144 0.00352893016952981 0.00281944287808729 0.0112195669247167 0 0.00173236167092058
"countries" 0 0.00409196695736682 0.00205814958631193 0.00178376064310517 0 0.00282262617138986 0.00250286264915497 0 0 0.00287571173865532 0 0.00635207430515365 0.00281944287808729 0.0182317962526646 0 0.00461963112245487
"drank" 0.00359011640952458 0.00562645456637938 0.00274419944841591 0.00356752128621034 0.00915341117122981 0 0.000625715662288743 0.00574690624880273 0 0.00287571173865532 0.00380290795695108 0.00211735810171788 0.00281944287808729 0.00420733759676876 0.00312646553071752 0.00115490778061372
"envy" 0 0.00409196695736682 0.00411629917262387 0.0041621081672454 0.0030511370570766 0.00987919159986451 0.000625715662288743 0.0076625416650703 0 0.00287571173865532 0.00380290795695108 0.00352893016952981 0 0.00701222932794794 0 0.00115490778061372
"fantastic" 0 0.00716094217539193 0.00343024931051989 0.00118917376207011 0 0.00141131308569493 0 0.00574690624880273 0 0 0.00253527197130072 0.00564628827124769 0.00281944287808729 0 0 0.00923926224490974
"fed" 0.00269258730714343 0.00153448760901256 0.00137209972420796 0.0041621081672454 0.0010170456856922 0 0.000625715662288743 0.00383127083253515 0 0.00862713521596595 0.00126763598565036 0.00635207430515365 0.00563888575617458 0.00981712105912712 0 0.00635199279337545
"fighting" 0 0.00255747934835426 0.00411629917262387 0.0041621081672454 0.00508522842846101 0.00282262617138986 0.000625715662288743 0.00191563541626758 0 0.0115028469546213 0.00507054394260144 0.00211735810171788 0 0.00701222932794794 0.00937939659215257 0.00346472334184115
"flood" 0 0.00358047108769597 0.0102907479315597 0.00535128192931551 0.0010170456856922 0 0.000625715662288743 0.0076625416650703 0.00836143705231472 0.00575142347731063 0.00253527197130072 0.00211735810171788 0 0.00140244586558959 0 0.00230981556122744
"gathering" 0 0.00204598347868341 0.00548839889683182 0.00535128192931551 0.0030511370570766 0.00423393925708479 0.00312857831144371 0.0076625416650703 0.00557429136820982 0.00862713521596595 0.00126763598565036 0.00352893016952981 0.00281944287808729 0 0.00312646553071752 0.00173236167092058
"ice" 0.00179505820476229 0.00511495869670852 0.00960469806945569 0.00356752128621034 0 0 0.00187714698686623 0 0.00278714568410491 0.00862713521596595 0.00507054394260144 0.000705786033905961 0.00563888575617458 0.00420733759676876 0.00625293106143505 0.000577453890306859
"invited" 0.00179505820476229 0.00255747934835426 0.00411629917262387 0.00535128192931551 0 0.00141131308569493 0.00500572529830994 0.00383127083253515 0.00557429136820982 0.00575142347731063 0.00126763598565036 0.00211735810171788 0 0.00560978346235835 0.00312646553071752 0.00346472334184115
"june" 0.000897529102381145 0.00255747934835426 0.00343024931051989 0.000594586881035057 0.0030511370570766 0.00141131308569493 0.00187714698686623 0.00957817708133788 0.00836143705231472 0.00287571173865532 0.00380290795695108 0.000705786033905961 0 0.0224391338494334 0.00625293106143505 0.00115490778061372
"lamp" 0.00448764551190572 0.00869542978440449 0.00411629917262387 0.00178376064310517 0 0 0.00250286264915497 0.00191563541626758 0 0 0.0114087238708532 0.00141157206781192 0.00281944287808729 0 0 0.00230981556122744
"latin" 0 0.00818393391473364 0 0.000594586881035057 0.0010170456856922 0.00141131308569493 0.00125143132457749 0.00191563541626758 0 0.0172542704319319 0 0.0141157206781192 0 0.00140244586558959 0.00312646553071752 0.00115490778061372
"leads" 0.000897529102381145 0.00562645456637938 0.00686049862103978 0.00237834752414023 0 0 0.00125143132457749 0.00191563541626758 0 0.00287571173865532 0 0.00282314413562384 0.0112777715123492 0.00140244586558959 0.00625293106143505 0.00635199279337545
"legislature" 0 0.000511495869670852 0.000686049862103978 0.010702563858631 0.00610227411415321 0 0.0143914602326411 0 0.00278714568410491 0.00287571173865532 0 0 0 0 0.00312646553071752 0
"marry" 0.00359011640952458 0.00204598347868341 0.000686049862103978 0.00356752128621034 0.0142386395996908 0.00564525234277972 0.00375429397373246 0.00383127083253515 0.00278714568410491 0.00575142347731063 0.00380290795695108 0 0 0.00280489173117918 0 0.00173236167092058
"mars" 0.0242332857642909 0.00511495869670852 0.000686049862103978 0 0.0010170456856922 0.00564525234277972 0.00375429397373246 0 0 0.00287571173865532 0 0.00141157206781192 0 0 0 0
"monstrous" 0.0080777619214303 0.00716094217539193 0.00137209972420796 0.00118917376207011 0.0030511370570766 0 0.00125143132457749 0.00383127083253515 0 0.00287571173865532 0.00253527197130072 0.00282314413562384 0.00845832863426187 0 0 0.00461963112245487
"paint" 0.00179505820476229 0.00664944630572108 0.00891864820735171 0.00297293440517528 0.0010170456856922 0.00141131308569493 0.00187714698686623 0 0.00557429136820982 0 0 0.00282314413562384 0 0.00140244586558959 0 0.00404217723214801
"preacher" 0.0170530529452417 0.0010229917393417 0.00480234903472784 0.00356752128621034 0.0010170456856922 0.00141131308569493 0 0.00191563541626758 0.00557429136820982 0 0.00126763598565036 0.000705786033905961 0.00845832863426187 0.00841467519353753 0.00625293106143505 0
"prefer" 0 0.00409196695736682 0.00274419944841591 0.00178376064310517 0.0020340913713844 0 0.0043800096360212 0.0076625416650703 0.00278714568410491 0.00287571173865532 0.00253527197130072 0.00352893016952981 0.00845832863426187 0 0 0.00692944668368231
"proceed" 0 0.00204598347868341 0.000686049862103978 0.00535128192931551 0.015255685285383 0.00282262617138986 0.00750858794746491 0.00383127083253515 0 0 0 0.000705786033905961 0 0.00560978346235835 0.00312646553071752 0.000577453890306859
"provided" 0 0.00255747934835426 0.00411629917262387 0.00535128192931551 0.0040681827427688 0.00282262617138986 0.00500572529830994 0.00191563541626758 0.00278714568410491 0 0 0 0 0.0182317962526646 0.00312646553071752 0.00115490778061372
"reports" 0 0.000511495869670852 0.0061744487589358 0.00118917376207011 0.0020340913713844 0 0.0106371662589086 0.00383127083253515 0 0 0.00253527197130072 0.000705786033905961 0.00563888575617458 0.00841467519353753 0.00312646553071752 0.00404217723214801
"roar" 0 0 0.00343024931051989 0.00475669504828045 0 0.00141131308569493 0.00312857831144371 0.00191563541626758 0.00557429136820982 0.0115028469546213 0.00253527197130072 0.000705786033905961 0.019736100146611 0 0.00625293106143505 0.00808435446429603
"shoot" 0.00359011640952458 0.0010229917393417 0.00274419944841591 0.00772962945345574 0.0020340913713844 0.00141131308569493 0.00125143132457749 0.00191563541626758 0 0.00287571173865532 0 0.00211735810171788 0.0169166572685237 0.00841467519353753 0.00625293106143505 0.00288726945153429
"shouting" 0.00718023281904916 0.00613795043605023 0.00137209972420796 0.00178376064310517 0.0040681827427688 0.00141131308569493 0.00125143132457749 0.00191563541626758 0.00278714568410491 0.0115028469546213 0 0 0.00281944287808729 0.00280489173117918 0 0.00635199279337545
"sole" 0.000897529102381145 0.00358047108769597 0.00480234903472784 0.00237834752414023 0.00508522842846101 0 0.000625715662288743 0.00191563541626758 0.00278714568410491 0.00287571173865532 0.00253527197130072 0.00423471620343577 0.00845832863426187 0.00560978346235835 0.00937939659215257 0.00346472334184115
"spell" 0.00628270371666801 0.00562645456637938 0.000686049862103978 0.00297293440517528 0 0.00141131308569493 0.00187714698686623 0.00574690624880273 0 0.00287571173865532 0 0.00494050223734173 0.00281944287808729 0 0.00312646553071752 0.00635199279337545
"swear" 0.00448764551190572 0.00358047108769597 0.00137209972420796 0.0083242163344908 0.00508522842846101 0.0141131308569493 0.00375429397373246 0 0 0 0 0 0 0 0.00625293106143505 0.000577453890306859
"uncomfortable" 0.00269258730714343 0.00204598347868341 0.00548839889683182 0.00297293440517528 0.00610227411415321 0.0112905046855594 0.00500572529830994 0.00191563541626758 0.00557429136820982 0.00287571173865532 0.00253527197130072 0.00141157206781192 0 0.00140244586558959 0 0.000577453890306859
"witnesses" 0.000897529102381145 0.00306897521802511 0.00205814958631193 0.0041621081672454 0.00508522842846101 0.00282262617138986 0.00625715662288743 0.00574690624880273 0 0 0.0063381799282518 0.00282314413562384 0 0.00420733759676876 0 0.00173236167092058
"wonders" 0 0.0117644050024296 0.00137209972420796 0.00237834752414023 0.0010170456856922 0.00423393925708479 0.000625715662288743 0.00191563541626758 0.00278714568410491 0.00287571173865532 0 0.00211735810171788 0.00563888575617458 0 0 0.00577453890306859
"ali" 0 0.00153448760901256 0 0 0 0 0 0 0 0 0 0.00282314413562384 0 0.00140244586558959 0 0.0248305172831949
"aloft" 0.000897529102381145 0.00613795043605023 0.00480234903472784 0.0083242163344908 0.0030511370570766 0.00423393925708479 0.00187714698686623 0 0.00278714568410491 0 0 0 0.00563888575617458 0 0 0.00288726945153429
"astonished" 0.00269258730714343 0.00511495869670852 0.000686049862103978 0.00475669504828045 0.0020340913713844 0.00423393925708479 0.0043800096360212 0.00191563541626758 0 0 0.00126763598565036 0.00494050223734173 0.00563888575617458 0.00280489173117918 0.00625293106143505 0.00115490778061372
"bag" 0.0161555238428606 0 0.00343024931051989 0.00178376064310517 0.0030511370570766 0.00423393925708479 0.00187714698686623 0 0.00278714568410491 0 0.00380290795695108 0.00282314413562384 0 0.00560978346235835 0.00312646553071752 0.00173236167092058
"beads" 0 0.00306897521802511 0.000686049862103978 0 0 0 0 0 0 0 0 0.00705786033905961 0 0.0140244586558959 0 0.0138588933673646
"beds" 0.00269258730714343 0.00562645456637938 0.00205814958631193 0.00356752128621034 0.0010170456856922 0.00423393925708479 0.000625715662288743 0.00191563541626758 0.00836143705231472 0.00287571173865532 0.00253527197130072 0.00776364637296557 0.00563888575617458 0 0.00625293106143505 0.000577453890306859
"boy^s" 0.000897529102381145 0.0010229917393417 0.000686049862103978 0.00237834752414023 0.0020340913713844 0.0155244439426442 0 0 0 0.0690170817277276 0.00253527197130072 0.00141157206781192 0 0 0 0.00115490778061372
"completely" 0 0.00306897521802511 0.00548839889683182 0.0041621081672454 0.0010170456856922 0 0.00187714698686623 0.00191563541626758 0 0.00287571173865532 0.00380290795695108 0.00635207430515365 0.00563888575617458 0 0.00312646553071752 0.00519708501276173
"conception" 0 0.00255747934835426 0.00274419944841591 0.00118917376207011 0.0010170456856922 0 0.00125143132457749 0.00383127083253515 0.00278714568410491 0.00287571173865532 0.0126763598565036 0.00635207430515365 0.00563888575617458 0.00140244586558959 0.00312646553071752 0.00577453890306859
"contented" 0.000897529102381145 0.00358047108769597 0.00137209972420796 0.00178376064310517 0.0020340913713844 0.00141131308569493 0.0043800096360212 0.00957817708133788 0.00278714568410491 0 0 0.00352893016952981 0.00563888575617458 0.0126220127903063 0.00625293106143505 0.00230981556122744
"dread" 0 0.00613795043605023 0.00205814958631193 0.0041621081672454 0.00711931979984541 0.00846787851416958 0.0043800096360212 0 0.00278714568410491 0 0.00253527197130072 0.00141157206781192 0.00281944287808729 0.00140244586558959 0.00312646553071752 0.000577453890306859
"energy" 0 0.00255747934835426 0.00548839889683182 0.00297293440517528 0.0030511370570766 0.00141131308569493 0.00375429397373246 0.00383127083253515 0 0.00287571173865532 0.00507054394260144 0.00282314413562384 0.00563888575617458 0.0126220127903063 0.00312646553071752 0
"engineer" 0.000897529102381145 0.00204598347868341 0.00686049862103978 0.00178376064310517 0.0030511370570766 0 0.0175200385440848 0 0.00278714568410491 0 0 0 0 0 0 0.000577453890306859
